No.,사업체고유번호,사업자등록번호,법인등록번호,행정구역분류부호,사업체명,대표자명,소재지_도로명_읍면,소재지_도로명_도로명,소재지_도로명_본번,소재지_도로명_부번,소재지_도로명_빌딩명,소재지_도로명_빌딩동,소재지_도로명_빌딩층,소재지_도로명_빌딩호,소재지_도로명_도로명코드,소재지_도로명_우편번호,소재지_지번_읍면동,소재지_지번_리,소재지_지번_번지,소재지_지번_호,소재지_지번_통,소재지_지번_반,소재지_지번_공단,소재지_지번_블록,소재지_지번_로트,광역,상세주소,Latitude,Longitude,좌표_위도,좌표_경도,업종대분류_임시,업종중분류_임시,전화번호_지역번호,전화번호_국번호,전화번호_일련번호,주요_16개_도/시_전화번호,TEL,HP,팩스번호,산업분류_표준산업분류대분류,산업분류_표준산업분류중분류,산업분류_표준산업분류소분류,산업분류_표준산업분류세분류,산업분류_표준산업분류세세분류,산업분류_자체업종코드,조직형태,사업체구분,종사자수_2022,종사자수_2023,종사자수_2024,설립일자_연,설립일자_월,설립일자_일,설립일자_개업일,설립일자_인허가일,홈페이지,제품_주생산품,제품_판매방식,재무2021_매출액(국내),재무2021_매출액(해외),재무2022_회계연도,재무2022_결산월,재무2022_매출액,재무2022_매출액(국내),재무2022_매출액(해외),재무2022_순이익,재무2022_자본금,재무2022_영업이익,합계2022_자산,합계2022_자본,합계2022_부채,재무2023_자본,재무2023_부채,재무2023_매출,재무2023_수출,재무2023_연구개발,재무2023_매출액(국내),재무2023_매출액(해외),대표중견기업,저작권,이메일,기업상장,특허_국내,특허_해외,회사규모,R&D조직형태,벤처기업지정,SW사업자등록,출처,수집년도,latitude,longitude
465720,,,,,문테크(주),문광조,,,,,,,,,,,,,,,,,,,,경남,"창원시 의창구 신월로 42, 313호",35.2280567,128.6919318,,,,,,,,,0552667110,,552667220.0,,출판업,,,58220.0,,일반,,5.0,,,1998.0,10.0,21.0,,,www.moontech.co.kr,"임베디드소프트웨어 기업용솔루션 온라인컴퓨터교육솔루션 시스템관리Tool 컴퓨터소프트웨어 개발,판매 소프트웨어 개발,판매,임대업 컴퓨터와 이에 관련되는 기기의 판매 및 임대업 정보처리기술에 관한 컨설팅 ?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
460903,,,,,물금개발(주),안영근,,,,,,,,,,우) 50589,,,,,,,,,,경남,양산시 원동면 화제리 산72번지,35.3570435,128.9806863,,,,,,,,,0553845077,,553845043.0,,비금속 광물제품 제조업,,,23322.0,,일반,,20.0,,,1991.0,11.0,1.0,,,,레미콘 레미콘 제조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
475555,,,,,미래디자인연구소,,,,,,,,,,,,,,,,,,,,,경남,"창원시 의창구 충혼로 91, 창원문성대학 4호관 107호 (두대동)",35.2330886,128.6602428,,,,,,,,,0552763599,,552763597.0,,,,7320,,,개인,,6.0,,,2005.0,12.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,저작권조사대상,2021,,
465757,,,,,보명개발(주),최형선,,,,,,,,,,,,,,,,,,,,경남,"창원시 의창구 용지로 161, 206호",35.22958,128.6816526,,,,,,,,,0552910178,,552910179.0,,부동산업,,,68112.0,,일반,,1.0,,,2009.0,3.0,19.0,,,,상가임대 부동산 중개 및 감정평가업,,,,2017.0,,362.0,,,,,,6570.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
465783,,,,,사이버문(주),최창석,,,,,,,,,,,,,,,,,,,,경남,"창원시 의창구 원이대로 320, 3층 티-308호",35.2400442,128.6528882,,,,,,,,,0552667880,,552667882.0,,출판업,,,58222.0,,일반,,7.0,,,2000.0,4.0,1.0,,,www.cybermoon.net,웹기반DB구축 홈페이지구축 서버호스팅 게임소프트웨어 홈페이지제작사업 웹호스팅사업 인터넷광고사업 쇼핑몰 사업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
459651,,,,,삼정(주),김정식,,,,,,,,,,우) 52225,,,,,,,,,,경남,산청군 산청읍 지리 169번지,35.4135819,127.8820621,,,,,,,,,0559722232,,559722738.0,,기타 개인 서비스업,,,96121.0,,일반,,3.0,,,2004.0,7.0,1.0,,,,"신발,잡화 제조 및 판매업 섬유피혁 사우나 휴게음식점",,,,2018.0,,175.0,,,,,,3374.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
465850,,,,,서원산업개발(주),박상규,,,,,,,,,,,,,,,,,,,,경남,창원시 의창구 용지로265번길 4,35.2372225,128.6879667,,,,,,,,,0552627388,,,,종합 건설업,,,41100.0,,일반,,8.0,,,2007.0,5.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
465855,,,,,서진산업(주),윤해덕,,,,,,,,,,,,,,,,,,,,경남,창원시 의창구 용지로169번길 13,35.23043,128.6809221,,,,,,,,,0552847568,,552852296.0,,종합 건설업,,,41220.0,,일반,,46.0,,,2000.0,2.0,23.0,,,www.i-seojin.com,"토목공사,건축공사",,,,2015.0,,7669.0,,,,,,,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
465872,,,,,성보종합건설(주),백성욱,,,,,,,,,,,,,,,,,,,,경남,"창원시 의창구 신월로 42, 724호",35.2280567,128.6919318,,,,,,,,,0552752997,,552671944.0,,종합 건설업,,,41229.0,,일반,,13.0,,,1995.0,1.0,18.0,,,www.sungbo98.com,"토목공사,건축공사",,,,2013.0,,4162.0,,,,,,6542.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
465877,,,,,성산회계법인,김정화,,,,,,,,,,,,,,,,,,,,경남,"창원시 의창구 용지로153번길 4-15, 태화빌딩 5층 (용호동)",35.2294855,128.6808965,,,,,,,,,0552378555,,552378556.0,,전문 서비스업,,,71201.0,,일반,,10.0,,,2010.0,3.0,30.0,,,,회계감사 회계자문 기장대리 세무대리 공인회계사업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
465879,,,,,성신메카텍(주),김형수,,,,,,,,,,,,,,,,,,,,경남,창원시 의창구 남면로 137,35.2219731,128.6360571,,,,,,,,,0552943861,,552525996.0,,기타 기계 및 장비 제조업,,,29299.0,,일반,,21.0,,,2016.0,12.0,1.0,,,,,,,,2017.0,,3743.0,,,,,,3932.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
465882,,,,,성우미크론(주),안병인,,,,,,,,,,,,,,,,,,,,경남,창원시 의창구 남면로 125,35.2229218,128.6369222,,,,,,,,,0544758826,,554756501.0,,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",,,26299.0,,일반,,8.0,,,2003.0,5.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
465906,,,,,세벽건설(주),최근창,,,,,,,,,,,,,,,,,,,,경남,"창원시 의창구 중앙대로 263, 306호",35.23595,128.6893391,,,,,,,,,0552824695,,552824680.0,,종합 건설업,,,41100.0,,일반,,15.0,,,2004.0,3.0,25.0,,,,토목시설물 건설업,,,,2014.0,,4696.0,,,,,,2337.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
458091,,,,,세풍전력(주),이정수,,,,,,,,,,,,,,,,,,,,경남,김해시 대동면 대동로269번길 27,35.2491676,128.9687039,,,,,,,,,0553138008,,553130660.0,,전문직별 공사업,,,42311.0,,일반,,5.0,,,2013.0,7.0,25.0,,,,"전기공사,정보통신공사,배관난방공사,기계설비공사",,,,,,,,,,,,2060.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
465925,,,,,세한기전(주),김현택,,,,,,,,,,우) 51505,,,,,,,,,,경남,"창원시 성산구 상남로 37, 623,624호",35.2180365,128.6774161,,,,,,,,,0552637636,,,,기타 기계 및 장비 제조업,,,29100.0,,일반,,6.0,,,2011.0,2.0,1.0,,,,"압축식기관,원동기,펌프,압축기 제조",,,,2020.0,,1384.0,,,,,,1288.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
465926,,,,,세한종합건설(주),주연옥,,,,,,,,,,,,,,,,,,,,경남,"창원시 의창구 용지로169번길 13, 509호",35.23043,128.6809221,,,,,,,,,,,552954654.0,,종합 건설업,,,41220.0,,일반,,4.0,,,2006.0,2.0,13.0,,,,건설업,,,,2016.0,,2786.0,,,,,,,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
465936,,,,,순우리(주),유관주,,,,,,,,,,,,,,,,,,,,경남,창원시 의창구 신월로 80,35.2258378,128.6951165,,,,,,,,,0552674162,,5040872234.0,,도매 및 상품 중개업,,,46313.0,,일반,,1.0,,,2013.0,3.0,4.0,,,,,,,,,,,,,,,,148.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
465950,,,,,신서림에스앤에스(주),남덕순,,,,,,,,,,,,,,,,,,,,경남,"창원시 의창구 용지로153번길 3, 706호",35.2287288,128.6805115,,,,,,,,,0552843033,,552623033.0,,사업 지원 서비스업,,,75310.0,,일반,,90.0,,,1992.0,3.0,10.0,,,www.sinseolim.com,아파트관리 상가관리 관공서관리 공동주택 관리업 공동주택의 공용부분 부대시설 및 복지시설의 유지보수 공동주택단지안의 경비 청소 및 쓰레기 수거 빌딩관리 용역업,,,,2017.0,,8007.0,,,,,,2903.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
465970,,6098137512.0,,,신진로기계공업(주),송선옥,,,,,,,,,,,,,,,,,,,,경남,창원시 의창구 남면로113번길2,35.2234337,128.6373863,,,,,,,,,0552731161,,552731629.0,제조업,기타 기계 및 장비 제조업,,,29150.0,,외감,,28.0,,,1999.0,8.0,6.0,,,www.shinjinfurnace.co.kr,알루미늄열처리로 급속용해로 용해보온로 브라운관열처리설비 비철용해로 제조업 열처리로 제조업 삼부침적식용해보온로 제조업 브라운관열처리로 제조업,,,,2020.0,12.0,14120.0,,,1243.0,270.0,1118.0,13719.0,8786.0,4933.0,,,,,,,,,,,,,,,,,,기업체총람,2022,,
465986,,,,,신흥철재(주),이갑순,,,,,,,,,,우) 51348,,,,,,,,,,경남,창원시 마산회원구 봉암북13길 24,35.219201,128.6041943,,,,,,,,,0552566789,,5042912337.0,,도매 및 상품 중개업,,,46791.0,,일반,,3.0,,,2000.0,4.0,1.0,,,,고철 재생용 재료 수집 및 판매업 고철 도매,,,,2018.0,,13307.0,,,,,,3350.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
474224,,6088135239.0,,,아시아중공업(주),최정민,,,,,,,,,,,,,,,,,,,,경남,창원시 의창구 남면로 245,35.2209096,128.6400477,,,,,,,,,0552960611,,552965862.0,제조업,기타 기계 및 장비 제조업,,,29176.0,,외감,,46.0,,,1999.0,8.0,1.0,,,www.asiaheavy.kr,베셀 압력용기 제조 열교환기 제조 특수기계 제조 화학장치기계 제조,,,,2020.0,12.0,7325.0,,,-3605.0,500.0,-2820.0,38674.0,14650.0,24024.0,,,,,,,,,,,,,,,,,,조사모집단통합자료,2022,,
466015,,,,,아하크루즈(주),박명자,,,,,,,,,,우) 51320,,,,,,,,,,경남,"창원시 마산회원구 삼호로 38, 10-1호",35.2215557,128.5866227,,,,,,,,,15885759,,,,사업 지원 서비스업,,,,,일반,,30.0,,,2013.0,7.0,12.0,,,,여행사,,,,2015.0,,2.0,,,,,,696.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
466021,,,,,야긴디자인건설(주),김진곤,,,,,,,,,,,,,,,,,,,,경남,"창원시 의창구 용지로169번길 13, 614호",35.23043,128.6809221,,,,,,,,,05528267012,,552857687.0,,전문직별 공사업,,,42412.0,,일반,,5.0,,,2005.0,4.0,13.0,,,,"실내장식공사,일반건축공사,창호공사,가구 제조",,,,2014.0,,944.0,,,,,,478.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
458187,,6158142140.0,,,에스제이테크윈(주),허기영,,,,,,,,,,우) 50877,,,,,,,,,,경남,김해시 주촌면 서부로1409번길 102(내삼리)916,35.2310757,128.8164445,,,,,,,,,05533885167,,553388518.0,제조업,기타 기계 및 장비 제조업,,,29294.0,,외감,,50.0,,,2005.0,3.0,11.0,,,119lad.co.kr,자동차부품프레스금형 자동차부품금형 제조,,,,2020.0,12.0,11190.0,,,137.0,250.0,333.0,14369.0,2566.0,11803.0,,,,,,,,,,,,,,,,,,기업체총람,2022,,
466057,,6098140128.0,,,에이치에스디엔진(주),고영열,,,,,,,,,,우) 51561,,,,,,,,,,경남,창원시 성산구 공단로 67(신촌동),35.2127049,128.6257018,,,,,,,,,0552606000,,552606761.0,제조업,기타 기계 및 장비 제조업,,,29111.0,,유가,,768.0,,,1999.0,12.0,30.0,,,www.hsdengine.com,"대형선박용엔진,내연발전엔진,비상발전기 제조,도매,수출입,전기공사,부동산 임대,기술용역",,,,2020.0,12.0,829749.0,,,5478.0,32947.0,20569.0,718586.0,191428.0,527158.0,,,,,,,,HSD엔진(주),,,,,,,,,,기업체총람,2022,,
474345,,,,,에코리더(주),백남열,,,,,,,,,,,,,,,,,,,,경남,"창원시 성산구 불모산로10번길 10, 206호",35.1907417,128.7221285,,,,,,,,,0557160341,,557160342.0,,금속 가공제품 제조업; 기계 및 가구 제외,,,25932.0,,일반,,5.0,,,2015.0,2.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,조사모집단통합자료,2022,,
468058,,,,,영창전기(주),이도경,,,,,,,,,,우) 50238,,,,,,,,,,경남,합천군 합천읍 동서로 116,35.5655155,128.1645545,,,,,,,,,0559319912,,559333191.0,,전문직별 공사업,,,42311.0,,일반,,9.0,,,2008.0,3.0,18.0,,,,"전기공사,신재생에너지(전기)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
466139,,,,,우리종합건설(주),문광민,,,,,,,,,,,,,,,,,,,,경남,"창원시 의창구 신월로 42, 617호",35.2280567,128.6919318,,,,,,,,,0552754688,,552754687.0,,종합 건설업,,,41100.0,,일반,,6.0,,,1999.0,8.0,31.0,,,,,,,,2012.0,,1312.0,,,,,,1309.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
466158,,,,,원스탑(주),이성임,,,,,,,,,,,,,,,,,,,,경남,"창원시 의창구 중앙대로 166, 501-2호",35.2278698,128.6845276,,,,,,,,,0552741157,,552741160.0,,사업 지원 서비스업,,,75330.0,,일반,,15.0,,,2010.0,7.0,6.0,,,,"시설경비,신변보호,건축물일반청소,도급,토목공사,건설기계도급,대여(건설)",,,,2020.0,,2560.0,,,,,,2202.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
474530,,,,,원앤디(주),이윤후,,,,,,,,,,우) 52915,,,,,,,,,,경남,고성군 회화면 회진로 201,35.0576603,128.3946759,,,,,,,,,0555368709,,555368716.0,,금속 가공제품 제조업; 기계 및 가구 제외,,,,,일반,,10.0,,,2009.0,4.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,조사모집단통합자료,2022,,
466159,,6098185955.0,,,원창마린(주),김희수,,,,,,,,,,우) 51623,,,,,,,,,,경남,창원시 진해구 명제로 35번길 16(죽곡동),35.1123441,128.7227868,,,,,,,,,0555518502,,555518504.0,제조업,기타 운송장비 제조업,,,31114.0,,외감,,1.0,,,2008.0,12.0,5.0,,,,선박용철판 선박 건조업 선박부품용 철판 제조,,,,2020.0,12.0,2304.0,,,-479.0,800.0,-67.0,12635.0,1050.0,11585.0,,,,,,,,,,,,,,,,,,기업체총람,2022,,
458277,,6038157179.0,,,유니버셜오일(주),손인호,,,,,,,,,,우) 50800,,,,,,,,,,경남,"김해시 생림면 마사로 15-8, 25",35.3462158,128.8514909,,,,,,,,,0553387255,,553387254.0,제조업,"코크스, 연탄 및 석유정제품 제조업",,,19221.0,,외감,,27.0,,,2004.0,9.0,1.0,,,www.universaloils.co.kr,윤활유 제조업,,,,2020.0,12.0,8909.0,,,50.0,250.0,259.0,11615.0,3343.0,8272.0,,,,,,,,,,,,,,,,,,기업체총람,2022,,
466172,,,,,유니정보(주),성중현,,,,,,,,,,,,,,,,,,,,경남,"창원시 의창구 중앙대로227번길 16, 2층",35.234165,128.6865987,,,,,,,,,07075705554,,552649478.0,,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",,,62021.0,,일반,,31.0,,,2013.0,3.0,20.0,,,,"컴퓨터시스템 통합자문,구축,네트웍공사,유지보수",,,,2016.0,,3256.0,,,,,,422.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
466235,,,,,일신지질(주),박상교,,,,,,,,,,,,,,,,,,,,경남,"창원시 의창구 용지로 225, 상가 403호",35.2344637,128.6846744,,,,,,,,,0552619090,,552619090.0,,"건축 기술, 엔지니어링 및 기타 과학기술 서비스업",,,72923.0,,일반,,13.0,,,1991.0,8.0,14.0,,,,"지질조사,지하수개발공사,보링그라우팅공사",,,,2015.0,,820.0,,,,,,,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
466244,,,,,자림솔루션(주),이석송,,,,,,,,,,,,,,,,,,,,경남,"창원시 의창구 충혼로 91, 204호,207호",35.2348814,128.6618026,,,,,,,,,0552130200,,552130201.0,,전문직별 공사업,,,42322.0,,일반,,13.0,,,2010.0,10.0,28.0,,,www.jarim.co.kr,정보시스템 용역관리 서비스업,,,,2020.0,,1437.0,,,,,,1584.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
466245,,,,,재성건설(주),황규철,,,,,,,,,,우) 51112,,,,,,,,,,경남,"창원시 의창구 북면 감계로 304, 602, 603호",35.3020052,128.59405,,,,,,,,,05527670567,,552927051.0,,종합 건설업,,,41100.0,,일반,,19.0,,,2003.0,6.0,4.0,,,,"건축공사,토목공사",,,,2015.0,,13385.0,,,,,,3068.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
474701,,,,,정석건설산업(주),손기민,,,,,,,,,,우) 51401,,,,,,,,,,경남,"창원시 의창구 차상로150번길 10, 414-1호",35.2370832,128.6340986,,,,,,,,,0552730300,,552615702.0,,전문직별 공사업,,,42139.0,,일반,,8.0,,,2007.0,3.0,16.0,,,,시설물유지관리공사,,,,2015.0,,3242.0,,,,,,754.0,,,,,,,,,,,,,,,,,,,,조사모집단통합자료,2022,,
466255,,,,,정우건설(주),김종학,,,,,,,,,,,,,,,,,,,,경남,창원시 의창구 중앙대로 225,35.2332396,128.6870374,,,,,,,,,05526740057,,552674010.0,,전문직별 공사업,,,42121.0,,일반,,18.0,,,1984.0,5.0,12.0,,,www.jwcons.com,"토공사,철근콘트리트공사,상하수도공사,미장방수공사,보링그라우팅공사,토목공사,건축공사",,,,2017.0,,5365.0,,,,,,,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
466269,,,,,제이에스건설(주),"신경철,장길평",,,,,,,,,,,,,,,,,,,,경남,"창원시 의창구 중앙대로227번길 16, 1층",35.234165,128.6865987,,,,,,,,,0552839611,,552839613.0,,종합 건설업,,,41220.0,,일반,,56.0,,,1981.0,2.0,4.0,,,www.jsconst.co.kr,하수관공사 부지조성공사 산업환경설비공사 건물공사 일반건설업(토목건축공사업) 주택건설업 소방설비공사업 군납업,,,,2018.0,,10602.0,,,,,,,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
474728,,,,,제이에스엔지니어링(주),전귀숙,,,,,,,,,,,,,,,,,,,,경남,창원시 의창구 신월로 75,35.2263464,128.6950529,,,,,,,,,0552643080,,552627931.0,,전문직별 공사업,,,42312.0,,일반,,25.0,,,2003.0,9.0,16.0,,,,"전기공사,소방공사,전기판넬 제조",,,,2015.0,,2499.0,,,,,,1074.0,,,,,,,,,,,,,,,,,,,,조사모집단통합자료,2022,,
466279,,,,,제일구조(주),구옥금,,,,,,,,,,,,,,,,,,,,경남,"창원시 의창구 용지로153번길 3, 502호",35.2287288,128.6805115,,,,,,,,,0552627794,,552851215.0,,"건축 기술, 엔지니어링 및 기타 과학기술 서비스업",,,72919.0,,일반,,8.0,,,1996.0,10.0,4.0,,,,구조안전진단 건축구조설계 시설물유지관리 안전진단 구조설계,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
466308,,2398800396.0,,,지이파워시스템즈코리아(주),제프리 앤드류 소머,,,,,,,,,,,,,,,,,,,,경남,창원시 성산구 21번지길 공단로 18,35.2095542,128.628255,,,,,,,,,0559819000,,316207060.0,제조업,기타 기계 및 장비 제조업,,,29176.0,,외감,,210.0,,,2016.0,7.0,11.0,,,www.ge.com/kr,,,,,2020.0,12.0,277516.0,,,10597.0,516.0,19019.0,237239.0,91119.0,146120.0,,,,,,,,,,,,,,,,,,기업체총람,2022,,
466315,,,,,진보보험중개(주),장봉석,,,,,,,,,,우) 51628,,,,,,,,,,경남,"창원시 진해구 충장로657번길 28, 606-1호",35.1305351,128.7065666,,,,,,,,,0552963773,,,,금융 및 보험관련 서비스업,,,66202.0,,일반,,1.0,,,1999.0,10.0,26.0,,,,"보험 대리,중개",,,,2016.0,,147.0,,,,,,129.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
466320,,,,,진성이엔씨(주),신용수,,,,,,,,,,,,,,,,,,,,경남,"창원시 의창구 중앙대로 263, 405호",35.23595,128.6893391,,,,,,,,,0552665504,,557141008.0,,"건축 기술, 엔지니어링 및 기타 과학기술 서비스업",,,72121.0,,일반,,14.0,,,2012.0,10.0,4.0,,,,"플랜트,배관 설계",,,,2015.0,,1907.0,,,,,,,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
462316,,,,,진주에코라인(주),이성호,,,,,,,,,,우) 52836,,,,,,,,,,경남,"진주시 문산읍 월아산로1117번길154, 1층",35.1665055,128.1492848,,,,,,,,,03180912103,,557471428.0,,"하수, 폐수 및 분뇨 처리업",,,37011.0,,외감,,1.0,,,2010.0,1.0,22.0,,,,사회기반시설민간투자법에 따른 하수관거정비시설등의 건설,,,,2020.0,,3171.0,,,,,,74072.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
466364,,,,,청송산업(주),김홍기,,,,,,,,,,,,,,,,,,,,경남,창원시 의창구 동산로185번길 16,35.2249873,128.6936426,,,,,,,,,0552766621,,552766612.0,,전문직별 공사업,,,42202.0,,일반,,4.0,,,1999.0,5.0,17.0,,,www.csong.co.kr,"집진기 각종 휠터 도매 집진기,각종 휠터 도매 집진기설치공사 집진기 부품 제조",,,,2016.0,,368.0,,,,,,268.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
466372,,,,,청호환경산업(주),최영모,,,,,,,,,,,,,,,,,,,,경남,"창원시 의창구 신월로 42, 409호",35.2280567,128.6919318,,,,,,,,,0552815900,,552642700.0,,"건축 기술, 엔지니어링 및 기타 과학기술 서비스업",,,72120.0,,일반,,7.0,,,1996.0,9.0,20.0,,,www.chgreen.net,오폐수정화조설계공사 정화조시설위탁관리 오수정화시설설계 시공업 오수정화시설 위탁관리업 축산 폐수 정화시설 설계 시공업 정화조 설계 시공업,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
466376,,,,,칠성산업프렌트(주),신시군,,,,,,,,,,,,,,,,,,,,경남,"창원시 의창구 용지로153번길 3, 405호",35.2287288,128.6805115,,,,,,,,,0552642521,,552642523.0,,금속 가공제품 제조업; 기계 및 가구 제외,,,,,일반,,7.0,,,1997.0,9.0,20.0,,,,철구조물 크레인 금속 조립구조재 제조업 철구조물 철물공사 강구조물공사 통근버스 임대,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
466377,,,,,카메스(주),이경규,,,,,,,,,,,,,,,,,,,,경남,"창원시 의창구 남면로 219, 1동 6호",35.220753,128.6366843,,,,,,,,,0552757425,,552992427.0,,"의료, 정밀, 광학 기기 및 시계 제조업",,,27216.0,,일반,,14.0,,,2012.0,2.0,15.0,,,kames.kr,"자동측정기,선별기,디버링기 제조",,,,2020.0,,2344.0,,,,,,1829.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
461136,,,,,케이에프티(주),남숙경,,,,,,,,,,우) 50614,,,,,,,,,,경남,양산시 물금읍 증산리936-4 한국복합물류주식회사내 관리동 308호,35.2980394,129.0051372,,,,,,,,,0553712146,,553712147.0,,도매 및 상품 중개업,,,46420.0,,일반,,2.0,,,2006.0,6.0,12.0,,,,신발원단 신발 도매,,,,2020.0,,559.0,,,,,,178.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
454750,,,,,케이엠솔루션뱅크(주),문준하,,,,,,,,,,우) 53302,,,,,,,,,,경남,"거제시 거제대로 3370, 내 이1 센터",34.8721913,128.6956963,,,,,,,,,0556870110,,5049833315.0,,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",,,62021.0,,일반,,8.0,,,2003.0,5.0,23.0,,,www.kmsb.co.kr,NC-GATE MAGIC-NC 자동화 소프트웨어 외 자동화솔루션 시스템통합 소프트웨어 자문 개발 공급 서비스,,,,2017.0,,353.0,,,,,,1054.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
475518,,,,,케이프로덕션,,,,,,,,,,,,,,,,,,,,,경남,"창원시 마산합포구 3·15대로 298, 6-3호",35.2025282,128.5704186,,,,,,,,,0552427287,,552467287.0,,,,,,,개인,,1.0,,,2007.0,11.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,저작권조사대상,2021,,
466413,,6088158004.0,,,태광메카텍(주),서만열,,,,,,,,,,,,,,,,,,,,경남,창원시 의창구 남면로 227,35.2205351,128.6389333,,,,,,,,,0552731113,,552731119.0,제조업,기타 운송장비 제조업,,,31114.0,,외감,,110.0,,,2004.0,12.0,24.0,,,www.tg21.net,비철금속재생재료 선박 건조업 조선기자재 제조,,,,2020.0,12.0,39365.0,,,3188.0,1700.0,4971.0,39207.0,15901.0,23307.0,,,,,,,,,,,,,,,,,,기업체총람,2022,,
466465,,,,,포메이션랩스(주),박병승,,,,,,,,,,,,,,,,,,,,경남,창원시 의창구 중앙대로228번길 6,35.2324477,128.688417,,,,,,,,,0552903514,,552511901.0,,출판업,,,58222.0,,일반,,37.0,,,2020.0,4.0,8.0,,,,,,,,,,,,,,,,7673.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
458457,,6158148483.0,,,푸른김해지키미(주),이용희,,,,,,,,,,우) 51009,,,,,,,,,,경남,김해시 화목로 74-24(전하동),35.1996169,128.8628005,,,,,,,,,0553221531,,553221532.0,"수도, 하수 및 폐기물 처리, 원료 재생업","하수, 폐수 및 분뇨 처리업",,,37011.0,,외감,,7.0,,,2006.0,4.0,20.0,,,,하수관거정비 하수관거관리 투자 기관 김해시 하수관거정비 BTL 민간투자사업 하수관거정비,,,,2020.0,12.0,2144.0,,,-172.0,10077.0,1532.0,58934.0,7505.0,51429.0,,,,,,,,,,,,,,,,,,기업체총람,2022,,
466478,,,,,학봉건설(주),김경순,,,,,,,,,,,,,,,,,,,,경남,"창원시 의창구 대원로27번길 20, 202호",35.231901,128.6513747,,,,,,,,,0552370071,,,,전문직별 공사업,,,42121.0,,일반,,5.0,,,2015.0,6.0,15.0,,,,"토공사,보링그라우팅공사",,,,,,,,,,,,1582.0,,,,,,,,,,,,,,,,,,,,기업체총람,2022,,
